trade_date,open,high,low,close,volume
2019-01-02,4.1635,4.1734,4.0945,4.1043,32628.01
2019-01-03,4.1241,4.1833,4.0846,4.0945,34472.83
2019-01-04,4.0747,4.1931,4.0155,4.1734,43951.2
2019-01-07,4.2129,4.3115,4.1833,4.2918,58951.47
2019-01-08,4.2819,4.3313,4.2622,4.2918,47039.91
2019-01-09,4.2819,4.3707,4.2523,4.2721,60652.09
2019-01-10,4.2918,4.4792,4.2523,4.3806,97172.21
2019-01-11,4.4102,4.4201,4.3411,4.4102,61980.61
2019-01-14,4.4102,4.4891,4.3017,4.3313,62412.88
2019-01-15,4.3115,4.499,4.3115,4.4694,103583.3
2019-01-16,4.5088,4.5187,4.4299,4.4299,76951.86
2019-01-17,4.4299,4.4891,4.3806,4.3806,71733.66
2019-01-18,4.4398,4.4496,4.3609,4.4201,49589.82
2019-01-21,4.5088,4.7062,4.4595,4.4792,118906.56
2019-01-22,4.4792,4.4891,4.3411,4.3411,77523.36
2019-01-23,4.3905,4.4595,4.3411,4.4299,74073.97
2019-01-24,4.4299,4.5384,4.3905,4.5286,101450.84
2019-01-25,4.499,4.5483,4.4496,4.4595,82812.0
2019-01-28,4.5976,4.6864,4.4694,4.5582,107632.41
2019-01-29,4.5187,4.5187,4.3411,4.4102,99201.94
2019-01-30,4.4003,4.4496,4.3411,4.3411,54001.98
2019-01-31,4.3411,4.4003,4.1438,4.2129,74500.32
2019-02-01,4.2227,4.6075,4.2227,4.568,151748.53
2019-02-11,4.5878,4.7062,4.5384,4.6667,163977.11
2019-02-12,4.6667,4.7456,4.6272,4.6766,135916.31
2019-02-13,4.6766,4.7555,4.6568,4.716,160852.82
2019-02-14,4.6963,4.7555,4.6568,4.7259,112584.96
2019-02-15,4.7259,4.8048,4.6568,4.6568,125566.6
2019-02-18,4.6864,4.8246,4.6766,4.795,190612.98
2019-02-19,4.8246,5.0614,4.7259,4.7851,258389.49
2019-02-20,4.7358,4.7752,4.6766,4.7358,147017.45
2019-02-21,4.6963,4.8048,4.6371,4.647,154614.15
2019-02-22,4.6371,4.9824,4.6272,4.9331,352155.16
2019-02-25,5.012,5.3475,4.943,5.2685,469163.73
2019-02-26,5.2291,5.4461,5.1995,5.2389,367283.97
2019-02-27,5.2192,5.3869,5.1304,5.1896,263141.0
2019-02-28,5.1797,5.4165,5.1797,5.2685,231582.79
2019-03-01,5.2685,5.7027,5.1896,5.5843,350101.1
2019-03-04,5.5843,5.9888,5.5448,5.7914,489474.81
2019-03-05,5.7717,5.9592,5.6829,5.9592,342976.08
2019-03-06,5.9493,6.0085,5.7816,5.969,373684.37
2019-03-07,5.9394,6.1762,5.8802,5.9888,331088.07
2019-03-08,5.8704,5.8802,5.6435,5.6533,390766.98
2019-03-11,5.6336,6.2157,5.6336,6.2157,496494.44
2019-03-12,6.3144,6.3933,6.0381,6.196,540390.95
2019-03-13,6.1466,6.196,5.9394,5.9888,265334.82
2019-03-14,5.9789,6.196,5.9197,6.0973,331087.44
2019-03-15,6.2157,6.3045,6.0282,6.0973,223891.68
2019-03-18,6.0874,6.1664,5.9394,6.0578,199464.92
2019-03-19,6.0282,6.117,5.9493,5.9986,158541.52
2019-03-20,6.048,6.048,5.7619,5.9197,172682.0
2019-03-21,5.9394,6.117,5.9098,6.0184,200927.43
2019-03-22,6.0381,6.0677,5.8901,5.9789,117139.1
2019-03-25,5.9,6.1072,5.8506,5.969,157750.68
2019-03-26,5.9789,5.9986,5.6435,5.6632,197839.56
2019-03-27,5.8704,5.969,5.7027,5.7816,191773.0
2019-03-28,5.7421,5.7914,5.6336,5.6336,140254.0
2019-03-29,5.4856,5.5843,5.2093,5.5251,292700.84
2019-04-01,5.5448,5.8112,5.5349,5.7619,243073.26
2019-04-02,5.8704,5.8802,5.752,5.7717,154744.39
2019-04-03,5.7619,5.7619,5.6632,5.6928,208808.33
2019-04-04,5.7619,5.7816,5.604,5.6336,185982.27
2019-04-08,5.6829,5.7125,5.4165,5.4955,200651.26
2019-04-09,5.5152,5.5941,5.4067,5.5547,136253.24
2019-04-10,5.5547,5.5941,5.4856,5.5053,134981.41
2019-04-11,5.5448,5.6336,5.456,5.4659,159835.62
2019-04-12,5.4757,5.5349,5.4264,5.4856,105024.88
2019-04-15,5.5251,5.7421,5.5251,5.5448,221795.85
2019-04-16,5.5053,5.7323,5.4165,5.6928,236093.38
2019-04-17,5.6435,6.0381,5.6237,5.9592,404793.69
2019-04-18,5.9789,5.9789,5.821,5.8704,253978.86
2019-04-19,5.8605,6.0381,5.7619,5.9986,279762.43
2019-04-22,6.0282,6.2157,5.9394,6.0973,355254.55
2019-04-23,6.0677,6.0677,5.8408,5.8605,232071.66
2019-04-24,5.8704,6.0578,5.8013,6.0282,214088.74
2019-04-25,5.8901,6.0282,5.7224,5.752,291426.4
2019-04-26,5.821,5.9888,5.7619,5.8704,242291.82
2019-04-29,5.8901,5.9789,5.6731,5.7421,257634.91
2019-04-30,5.821,6.117,5.7717,5.8605,266555.59
2019-05-06,5.6731,5.6731,5.2784,5.2784,293158.85
2019-05-07,5.2784,5.3672,5.0614,5.16,176803.68
2019-05-08,5.1205,5.308,5.091,5.1896,112673.92
2019-05-09,5.1107,5.2488,5.091,5.1501,71795.2
2019-05-10,5.2192,5.308,5.0811,5.2883,125048.2
2019-05-13,5.2192,5.2981,5.1797,5.2291,71391.0
2019-05-14,5.1699,5.2587,5.1304,5.1995,61415.4
2019-05-15,5.2291,5.2685,5.1797,5.2192,97056.51
2019-05-16,5.2192,5.2192,5.1304,5.16,107680.07
2019-05-17,5.16,5.1896,5.0515,5.0811,153453.84
2019-05-20,5.091,5.1205,5.0515,5.0811,59975.26
2019-05-21,5.1107,5.1699,5.0614,5.1107,69683.3
2019-05-22,5.1205,5.1403,5.0515,5.0811,55512.6
2019-05-23,5.1008,5.1008,4.9528,4.9528,89266.0
2019-05-24,4.9232,5.0022,4.9035,4.9035,56443.05
2019-05-27,4.9726,5.0022,4.9035,4.9923,45003.86
2019-05-28,5.012,5.0219,4.9331,4.9528,56040.0
2019-05-29,4.9528,4.9726,4.9232,4.9232,44529.15
2019-05-30,4.8542,4.9035,4.8344,4.8739,51001.66
2019-05-31,4.8739,4.9627,4.864,4.8936,36497.86
2019-06-03,4.9232,5.1205,4.8443,5.012,108617.98
2019-06-04,5.012,5.0416,4.9134,4.9528,55235.0
2019-06-05,5.0022,5.0712,4.9528,4.9627,40526.0
2019-06-06,4.9331,4.9627,4.7654,4.8147,43491.0
2019-06-10,4.8542,4.8936,4.8147,4.8147,31302.0
2019-06-11,4.8739,4.9331,4.8443,4.9232,58998.0
2019-06-12,4.9726,4.9824,4.8739,4.8936,50085.75
2019-06-13,4.8739,4.9331,4.8443,4.9035,40600.0
2019-06-14,4.8838,4.9331,4.7555,4.795,55812.0
