trade_date,open,high,low,close,volume
2019-01-02,30.4972,30.4972,28.9421,29.5345,18644.19
2019-01-03,29.3528,29.3528,27.7101,27.8784,15326.56
2019-01-04,27.3398,29.2854,27.2994,29.1508,12831.15
2019-01-07,29.1844,30.1135,28.7469,29.7971,10227.22
2019-01-08,29.622,30.1808,29.0767,29.2854,8578.34
2019-01-09,29.1306,30.881,29.1306,30.1472,16648.6
2019-01-10,30.228,30.8675,29.9654,30.2885,9454.15
2019-01-11,30.1,30.78,29.8913,30.477,14966.62
2019-01-14,30.1202,30.4434,28.9623,29.4874,15969.49
2019-01-15,28.9488,30.5982,28.9488,30.5915,14106.18
2019-01-16,30.3087,31.3388,29.9115,31.0358,22636.56
2019-01-17,30.9618,31.332,30.6656,30.8944,11114.91
2019-01-18,30.881,32.6516,30.8204,32.2948,17309.42
2019-01-21,32.4496,33.5874,32.0457,32.9007,14238.37
2019-01-22,32.5843,33.2507,31.5677,31.6821,14570.09
2019-01-23,32.2207,32.8064,31.7225,32.6516,14997.89
2019-01-24,32.591,33.4325,31.9245,32.4227,18310.38
2019-01-25,32.8199,33.5941,32.3217,33.5268,17572.83
2019-01-28,33.5268,34.5568,32.9949,33.5335,17731.29
2019-01-29,33.5268,33.9644,32.6852,33.3248,14831.54
2019-01-30,32.9747,33.1902,31.7629,32.3082,12401.69
2019-01-31,32.6987,33.1902,32.4294,32.5506,14480.91
2019-02-01,33.1296,35.2502,32.7458,35.2098,20604.79
2019-02-11,35.1964,35.1964,33.8836,34.9742,17377.46
2019-02-12,34.5635,35.6676,34.0654,34.8732,18067.52
2019-02-13,34.7453,36.3543,34.2606,35.708,17789.21
2019-02-14,35.358,36.213,34.8059,35.6811,9764.13
2019-02-15,35.5465,35.607,34.3548,34.6241,10065.97
2019-02-18,34.9675,35.3781,34.6443,35.3176,15582.74
2019-02-19,35.6744,35.8494,34.0384,34.5703,20637.4
2019-02-20,34.3212,34.5097,33.8499,34.0856,27033.69
2019-02-21,34.4087,34.4087,33.0286,33.4123,31620.03
2019-02-22,33.1161,34.1192,32.6852,33.9105,26745.51
2019-02-25,33.998,35.5801,33.9105,35.5532,31220.38
2019-02-26,35.5936,37.0276,35.1358,36.085,30284.0
2019-02-27,35.4724,36.5428,34.9136,35.0887,19081.15
2019-02-28,35.1829,35.9167,34.5501,35.9167,24438.2
2019-03-01,35.9235,36.8862,35.8831,36.6102,24185.55
2019-03-04,36.6102,37.3978,35.9504,36.0244,35359.69
2019-03-05,36.0716,38.0778,36.0716,37.5998,38101.73
2019-03-06,37.5931,38.273,37.0949,37.6402,22269.7
2019-03-07,37.9028,38.1047,36.186,36.9535,19941.08
2019-03-08,36.5361,37.3238,35.5869,35.6811,16940.49
2019-03-11,36.1524,37.4652,35.5465,37.2565,18956.63
2019-03-12,36.9602,39.4848,36.8458,38.3,34973.9
2019-03-13,38.8789,38.8789,36.765,37.0208,18898.47
2019-03-14,36.5563,37.3978,35.91,36.8794,13282.17
2019-03-15,36.6909,38.0711,36.0918,37.0814,18173.68
2019-03-18,37.4113,39.1146,36.8054,39.0472,20948.82
2019-03-19,38.9126,39.0472,38.1047,38.6904,15021.36
2019-03-20,38.6635,38.6635,37.7748,38.4009,10650.61
2019-03-21,38.4009,39.5185,38.1519,38.4548,17695.55
2019-03-22,38.4481,39.3771,37.9028,38.7039,19002.19
2019-03-25,38.2394,40.0436,37.9028,39.4512,27999.55
2019-03-26,39.9224,40.6361,38.9126,39.0472,27043.16
2019-03-27,39.6262,40.7909,39.229,40.2254,22335.77
2019-03-28,40.387,41.417,39.0472,39.0472,27999.04
2019-03-29,39.4646,40.3937,39.2829,39.7878,34392.43
2019-04-01,39.7205,42.198,39.5858,41.7402,54912.32
2019-04-02,41.8209,42.2518,40.865,41.3362,33343.9
2019-04-03,41.3362,41.4035,40.0571,40.7303,38632.63
2019-04-04,40.7976,40.8784,38.172,39.0136,68144.02
2019-04-08,38.5221,38.677,36.7987,37.7143,57509.44
2019-04-09,37.2295,37.7008,36.9737,37.5123,32578.89
2019-04-10,37.4988,38.5087,37.0074,38.3067,33405.61
2019-04-11,38.1317,38.172,35.8965,36.1524,38735.18
2019-04-12,35.8629,36.4082,35.8629,36.1456,15364.87
2019-04-15,36.2735,37.2228,36.0043,36.1254,20718.98
2019-04-16,35.9437,36.967,35.358,36.9468,23540.9
2019-04-17,36.8391,37.1487,36.4217,36.7583,14703.56
2019-04-18,36.765,37.6604,36.6573,37.6402,19583.92
2019-04-19,37.9028,38.5087,37.7344,38.0105,28259.04
2019-04-22,38.2057,38.3067,36.3543,36.4957,27588.73
2019-04-23,36.5496,37.1285,36.0177,36.0918,19820.74
2019-04-24,36.0177,36.3543,34.9406,35.4522,37267.6
2019-04-25,35.1156,35.9706,33.8432,33.9038,25995.69
2019-04-26,33.7759,34.503,33.3383,33.998,26001.51
2019-04-29,34.0048,34.6578,33.3989,33.8163,27399.3
2019-04-30,33.8028,34.3346,33.3585,33.446,19410.62
2019-05-06,31.5407,32.6381,30.2953,31.3253,33335.25
2019-05-07,31.0022,32.1063,30.8541,31.4936,18079.43
2019-05-08,30.9685,31.5744,30.3155,30.7598,13115.0
2019-05-09,30.7598,30.9685,30.0731,30.1876,21845.71
2019-05-10,30.4165,32.0793,29.824,31.4398,28010.04
2019-05-13,31.0358,31.1031,30.026,30.2683,26032.84
2019-05-14,29.8577,30.3693,29.548,29.649,18230.16
2019-05-15,29.6692,30.4299,29.6692,30.2481,15893.31
2019-05-16,30.6723,30.8339,29.824,30.127,24920.91
2019-05-17,30.1404,30.2885,28.8478,28.9421,22231.0
2019-05-20,29.0498,29.2787,28.0063,28.3698,23065.67
2019-05-21,28.4843,29.5817,28.1881,29.2316,28812.73
