trade_date,open,high,low,close,volume
2020-01-02,1104.6069,1121.3131,1092.8558,1106.5654,148099.16
2020-01-03,1093.835,1093.835,1054.5666,1056.1922,130318.78
2020-01-06,1048.6519,1070.2348,1045.1657,1055.634,63414.78
2020-01-07,1055.1542,1076.2083,1054.077,1071.831,47853.59
2020-01-08,1062.5476,1072.7809,1060.1288,1065.5735,25008.25
2020-01-09,1071.312,1082.4658,1067.395,1079.8316,37405.87
2020-01-10,1086.0009,1092.846,1079.6357,1089.4284,35975.87
2020-01-13,1089.4284,1105.782,1088.9387,1100.9543,38515.75
2020-01-14,1100.8857,1101.5614,1080.1254,1084.4341,35144.65
2020-01-15,1086.0107,1098.3396,1082.0839,1089.066,26029.11
2020-01-16,1095.6662,1095.6662,1079.7141,1084.0424,23191.65
2020-01-17,1086.9802,1089.7025,1078.1766,1084.532,23472.75
2020-01-20,1088.8016,1088.8016,1059.5609,1068.3742,35391.3
2020-01-21,1058.5816,1064.4572,1050.062,1052.9998,32874.05
2020-01-22,1047.8097,1061.5194,1033.4929,1053.2055,36200.04
2020-01-23,1053.6853,1053.6853,1015.4941,1030.9664,53468.43
2020-02-03,964.5725,989.72,959.6762,983.1001,123442.88
2020-02-04,993.9504,1035.0793,990.0431,1016.4832,62624.18
2020-02-05,1028.2245,1032.1416,1011.6064,1028.2147,47418.24
2020-02-06,1037.4589,1052.706,1030.2026,1048.789,47171.21
2020-02-07,1047.8195,1054.6646,1039.016,1053.6853,31278.71
2020-02-10,1039.9756,1052.3143,1035.2752,1044.3725,30533.42
2020-02-11,1040.9549,1076.8742,1040.7591,1075.2291,47917.93
2020-02-12,1066.4157,1076.0027,1063.3604,1074.5142,28125.43
2020-02-13,1075.2291,1090.7895,1065.4462,1068.3742,30357.36
2020-02-14,1067.8356,1070.8322,1060.6479,1065.4364,23287.6
2020-02-17,1060.0505,1073.4566,1059.9526,1071.1357,27028.22
2020-02-18,1067.4048,1074.1323,1060.5401,1061.5194,26664.96
2020-02-19,1062.4987,1078.6565,1055.6438,1073.7602,37051.47
2020-02-20,1073.956,1100.6899,1072.6928,1094.8143,46802.62
2020-02-21,1088.4099,1100.2394,1086.99,1089.8005,28940.08
2020-02-24,1082.5735,1086.9802,1062.9883,1064.6335,38650.36
2020-02-25,1055.6438,1059.649,1045.7337,1052.52,38385.62
2020-02-26,1039.9756,1061.5194,1033.1208,1051.433,43560.97
2020-02-27,1053.6853,1072.2815,1053.6853,1064.8391,34498.29
2020-02-28,1048.1035,1059.5609,1028.1951,1035.0793,49946.57
2020-03-02,1028.3322,1073.8091,1028.2343,1063.4877,47663.04
2020-03-03,1075.2291,1095.676,1075.2291,1089.918,50250.15
2020-03-04,1101.6691,1115.3788,1093.0908,1105.5078,53792.99
2020-03-05,1112.7446,1150.6224,1107.1138,1146.7151,62426.45
2020-03-06,1138.8811,1151.6115,1128.0896,1131.5366,30641.0
2020-03-09,1111.4617,1111.4617,1088.263,1090.907,43404.09
2020-03-10,1089.918,1143.7774,1089.918,1132.0262,58062.93
2020-03-11,1131.5366,1145.3246,1117.3373,1134.494,35547.57
2020-03-12,1117.5527,1129.0884,1101.767,1114.8891,36630.63
2020-03-13,1067.395,1105.5666,1057.6024,1088.9681,75885.31
2020-03-16,1081.085,1084.9727,1039.9756,1044.872,51232.54
2020-03-17,1033.1208,1055.6438,990.1508,1023.4261,79359.12
2020-03-18,1018.4319,1038.0171,987.0857,987.0857,73459.88
2020-03-19,973.3761,993.9504,940.1889,975.3444,102265.07
2020-03-20,990.0333,1021.3697,990.0333,1013.8098,60139.19
2020-03-23,979.2614,1013.8098,970.9573,997.8674,48472.1
2020-03-24,1021.3697,1036.9204,1013.5356,1034.1001,46650.96
2020-03-25,1065.4169,1068.7268,1051.9226,1057.7003,37048.66
2020-03-26,1051.0707,1068.5701,1039.9756,1042.8351,30048.56
2020-03-27,1062.4987,1069.3535,1052.7158,1053.1957,36261.12
2020-03-30,1038.2619,1054.6646,1035.0793,1049.7683,30687.41
2020-03-31,1059.5609,1091.8765,1059.365,1087.9595,47984.37
2020-04-01,1093.835,1105.5862,1080.1254,1080.1254,33205.35
2020-04-02,1081.1046,1121.2543,1080.9871,1121.2543,45205.61
2020-04-03,1115.4082,1124.153,1108.5044,1116.1524,27617.61
2020-04-07,1137.8528,1142.3085,1125.0637,1135.8943,43488.0
2020-04-08,1128.1092,1142.1224,1128.1092,1135.7082,24224.42
2020-04-09,1141.8188,1144.7566,1124.153,1134.4744,22816.97
2020-04-10,1133.8672,1156.9974,1129.5781,1140.8396,27804.34
2020-04-13,1140.8396,1145.7163,1124.6818,1138.1956,15981.47
2020-04-14,1151.6115,1166.839,1141.8188,1160.5227,36799.55
2020-04-15,1167.2796,1179.021,1162.4813,1164.9294,29332.29
2020-04-16,1168.2295,1172.2739,1159.5435,1172.2739,21727.74
2020-04-17,1184.9063,1208.957,1180.0198,1200.5745,38245.69
2020-04-20,1195.6782,1205.9605,1191.5653,1201.8476,24238.64
2020-04-21,1195.6978,1198.6062,1168.2589,1175.1137,29224.22
2020-04-22,1180.9893,1223.5872,1177.2877,1218.6909,44034.73
2020-04-23,1224.0768,1239.4316,1221.893,1226.2899,26898.51
2020-04-24,1222.1183,1233.7617,1209.5641,1224.6252,19122.4
2020-04-27,1230.9316,1251.6626,1225.0169,1249.5376,25903.91
2020-04-28,1258.6545,1272.9811,1245.503,1252.6027,34661.9
2020-04-29,1251.3003,1261.3867,1231.9109,1248.4604,23444.06
2020-04-30,1244.6413,1258.3607,1232.7726,1239.4512,24660.87
2020-05-06,1225.0561,1273.0399,1224.0768,1273.0399,35834.81
2020-05-07,1272.4523,1287.719,1266.185,1284.791,27934.74
2020-05-08,1289.6873,1310.2518,1281.3734,1287.3469,29078.68
2020-05-11,1292.6251,1307.314,1286.4264,1295.5727,23671.19
2020-05-12,1290.6666,1307.3042,1288.7081,1305.3555,19721.81
2020-05-13,1305.3555,1310.242,1295.4454,1308.2443,22014.31
2020-05-14,1302.4177,1307.1965,1297.6291,1299.0784,18574.92
2020-05-15,1301.4385,1305.8451,1274.8809,1285.7703,26398.08
2020-05-18,1278.9154,1323.4718,1278.0635,1318.2915,34362.11
2020-05-19,1335.7126,1335.7126,1310.2518,1318.1936,24787.46
2020-05-20,1318.1936,1330.9926,1309.0865,1322.9822,21183.4
2020-05-21,1326.8993,1343.5075,1324.8036,1337.7691,23051.58
2020-05-22,1337.6711,1337.7691,1295.4454,1300.655,34427.46
2020-05-25,1302.4177,1338.2391,1293.6044,1334.6354,31561.0
2020-05-26,1341.4707,1341.5392,1326.8993,1329.837,22470.19
2020-05-27,1330.8163,1331.7956,1305.3555,1310.2518,26777.41
2020-05-28,1310.2224,1319.0064,1293.7317,1316.1274,26485.91
2020-05-29,1304.4742,1341.5686,1304.4742,1338.2587,30444.35
2020-06-01,1352.36,1390.6492,1352.36,1390.0616,35479.76
2020-06-02,1386.644,1398.2874,1377.4879,1381.4539,25960.1
2020-06-03,1385.6549,1388.1031,1366.8237,1370.2805,23557.36
2020-06-04,1367.049,1381.7379,1367.049,1378.7903,18037.41
2020-06-05,1376.1071,1399.2471,1372.0236,1395.4476,18347.06
2020-06-08,1395.4476,1405.2402,1372.9343,1376.9395,29300.45
2020-06-09,1378.8001,1395.4476,1371.6319,1387.1728,22611.91
2020-06-10,1395.4476,1403.6048,1387.6135,1394.1353,22700.74
2020-06-11,1381.7477,1388.5829,1368.0184,1371.4165,30711.71
2020-06-12,1358.4021,1386.9965,1354.6221,1386.9965,28427.42
2020-06-15,1372.9245,1382.3254,1352.36,1354.3186,34615.41
2020-06-16,1369.4971,1384.6757,1364.2385,1374.7655,29206.64
2020-06-17,1382.5801,1382.6192,1366.0893,1375.8623,19453.07
2020-06-18,1375.7644,1383.8923,1371.0639,1383.6964,21010.41
2020-06-19,1390.5512,1415.2286,1385.7529,1409.9798,38958.33
2020-06-22,1405.3381,1413.9458,1403.4775,1409.1572,23247.0
2020-06-23,1405.2402,1451.2655,1403.7909,1443.921,33934.26
2020-06-24,1449.8922,1451.9825,1431.4664,1446.3358,25138.99
2020-06-29,1434.4383,1452.2697,1423.5512,1449.4662,28080.61
2020-06-30,1449.4167,1455.2218,1441.4916,1449.179,22446.14
2020-07-01,1454.251,1491.9942,1450.3083,1480.275,38682.49
2020-07-02,1484.9607,1536.3746,1480.9981,1529.5392,45883.72
2020-07-03,1535.483,1537.9596,1502.6732,1527.3499,35125.81
2020-07-06,1523.5954,1600.8649,1517.4634,1585.0147,51821.96
2020-07-07,1588.0758,1728.4784,1586.0054,1672.1905,66663.93
2020-07-08,1664.2655,1702.9002,1644.4528,1665.5929,53169.98
2020-07-09,1675.1624,1695.9657,1666.2467,1690.0219,35033.24
2020-07-10,1673.1812,1720.3353,1673.1217,1697.7984,37100.44
2020-07-13,1698.6206,1770.2633,1698.6206,1765.3002,60727.16
